"id","name","code","parent","account"
"iva_pymes_ded_30_7","Base adquisiciones intracomunitarias bienes corrientes (7%)","--","iva_pymes_ded_30","pgc_pymes_0"
"iva_pymes_ded_30_8","Base adquisiciones intracomunitarias bienes corrientes (8%)","--","iva_pymes_ded_30","pgc_pymes_0"
"iva_pymes_ded_30_10","Base adquisiciones intracomunitarias bienes corrientes (10%)","--","iva_pymes_ded_30","pgc_pymes_0"
"iva_pymes_ded_30_16","Base adquisiciones intracomunitarias bienes corrientes (16%)","--","iva_pymes_ded_30","pgc_pymes_0"
"iva_pymes_ded_30_18","Base adquisiciones intracomunitarias bienes corrientes (18%)","--","iva_pymes_ded_30","pgc_pymes_0"
"iva_pymes_ded_30_21","Base adquisiciones intracomunitarias bienes corrientes (21%)","--","iva_pymes_ded_30","pgc_pymes_0"
"iva_pymes_ded_32","Base adquisiciones intracomunitarias bienes inversión","[32]","iva_pymes_ded_base_total","pgc_pymes_0"
"iva_pymes_ded_32_4","Base adquisiciones intracomunitarias bienes inversión (4%)","--","iva_pymes_ded_32","pgc_pymes_0"
"iva_pymes_ded_32_7","Base adquisiciones intracomunitarias bienes inversión (7%)","--","iva_pymes_ded_32","pgc_pymes_0"
"iva_pymes_ded_32_8","Base adquisiciones intracomunitarias bienes inversión (8%)","--","iva_pymes_ded_32","pgc_pymes_0"
"iva_pymes_ded_32_10","Base adquisiciones intracomunitarias bienes inversión (10%)","--","iva_pymes_ded_32","pgc_pymes_0"
"iva_pymes_ded_32_16","Base adquisiciones intracomunitarias bienes inversión (16%)","--","iva_pymes_ded_32","pgc_pymes_0"
"iva_pymes_ded_32_18","Base adquisiciones intracomunitarias bienes inversión (18%)","--","iva_pymes_ded_32","pgc_pymes_0"
"iva_pymes_ded_32_21","Base adquisiciones intracomunitarias bienes inversión (21%)","--","iva_pymes_ded_32","pgc_pymes_0"
"iva_pymes_ded_10","Recargo Equivalencia Ded. Base Imponible 0.5%","--","iva_pymes_ded_base_total","pgc_pymes_0"
"iva_pymes_ded_13","Recargo Equivalencia Ded. Base Imponible 1%","--","iva_pymes_ded_base_total","pgc_pymes_0"
"iva_pymes_ded_13_14","Recargo Equivalencia Ded. Base Imponible 1.4%","--","iva_pymes_ded_base_total","pgc_pymes_0"
"iva_pymes_ded_16","Recargo Equivalencia Ded. Base Imponible 4%","--","iva_pymes_ded_base_total","pgc_pymes_0"
"iva_pymes_ded_16_52","Recargo Equivalencia Ded. Base Imponible 5.2%","--","iva_pymes_ded_base_total","pgc_pymes_0"
"iva_pymes_ded_cuota_total","IVA deducible (Cuota)- Total a deducir [Mod.303]","[37]","vat_code_chart_pymes_root","pgc_pymes_0"
"iva_pymes_ded_23","Cuotas soportadas operaciones interiores corrientes","[23]","iva_pymes_ded_cuota_total","pgc_pymes_0"
"iva_pymes_ded_23_4","Cuotas soportadas operaciones interiores corrientes (4%)","--","iva_pymes_ded_23","pgc_pymes_0"
"iva_pymes_ded_23_7","Cuotas soportadas operaciones interiores corrientes (7%)","--","iva_pymes_ded_23","pgc_pymes_0"
"iva_pymes_ded_23_8","Cuotas soportadas operaciones interiores corrientes (8%)","--","iva_pymes_ded_23","pgc_pymes_0"
"iva_pymes_ded_23_10","Cuotas soportadas operaciones interiores corrientes (10%)","--","iva_pymes_ded_23","pgc_pymes_0"
"iva_pymes_ded_23_16","Cuotas soportadas operaciones interiores corrientes (16%)","--","iva_pymes_ded_23","pgc_pymes_0"
"iva_pymes_ded_23_18","Cuotas soportadas operaciones interiores corrientes (18%)","--","iva_pymes_ded_23","pgc_pymes_0"
"iva_pymes_ded_23_21","Cuotas soportadas operaciones interiores corrientes (21%)","--","iva_pymes_ded_23","pgc_pymes_0"
"iva_pymes_ded_25","Cuotas soportadas operaciones interiores bienes inversión","[25]","iva_pymes_ded_cuota_total","pgc_pymes_0"
"iva_pymes_ded_25_4","Cuotas soportadas operaciones interiores bienes inversión (4%)","--","iva_pymes_ded_25","pgc_pymes_0"
"iva_pymes_ded_25_7","Cuotas soportadas operaciones interiores bienes inversión (7%)","--","iva_pymes_ded_25","pgc_pymes_0"
"iva_pymes_ded_25_8","Cuotas soportadas operaciones interiores bienes inversión (8%)","--","iva_pymes_ded_25","pgc_pymes_0"
"iva_pymes_ded_25_10","Cuotas soportadas operaciones interiores bienes inversión (10%)","--","iva_pymes_ded_25","pgc_pymes_0"
"iva_pymes_ded_25_16","Cuotas soportadas operaciones interiores bienes inversión (16%)","--","iva_pymes_ded_25","pgc_pymes_0"
"iva_pymes_ded_25_18","Cuotas soportadas operaciones interiores bienes inversión (18%)","--","iva_pymes_ded_25","pgc_pymes_0"
"iva_pymes_ded_25_21","Cuotas soportadas operaciones interiores bienes inversión (21%)","--","iva_pymes_ded_25","pgc_pymes_0"
"iva_pymes_ded_27","Cuotas devengadas importaciones bienes corrientes","[27]","iva_pymes_ded_cuota_total","pgc_pymes_0"
"iva_pymes_ded_27_4","Cuotas devengadas importaciones bienes corrientes (4%)","--","iva_pymes_ded_27","pgc_pymes_0"
"iva_pymes_ded_27_7","Cuotas devengadas importaciones bienes corrientes (7%)","--","iva_pymes_ded_27","pgc_pymes_0"
"iva_pymes_ded_27_8","Cuotas devengadas importaciones bienes corrientes (8%)","--","iva_pymes_ded_27","pgc_pymes_0"
"iva_pymes_ded_27_10","Cuotas devengadas importaciones bienes corrientes (10%)","--","iva_pymes_ded_27","pgc_pymes_0"
"iva_pymes_ded_27_16","Cuotas devengadas importaciones bienes corrientes (16%)","--","iva_pymes_ded_27","pgc_pymes_0"
"iva_pymes_ded_27_18","Cuotas devengadas importaciones bienes corrientes (18%)","--","iva_pymes_ded_27","pgc_pymes_0"
"iva_pymes_ded_27_21","Cuotas devengadas importaciones bienes corrientes (21%)","--","iva_pymes_ded_27","pgc_pymes_0"
"iva_pymes_ded_29","Cuotas devengadas importaciones bienes inversión","[29]","iva_pymes_ded_cuota_total","pgc_pymes_0"
"iva_pymes_ded_29_4","Cuotas devengadas importaciones bienes inversión (4%)","--","iva_pymes_ded_29","pgc_pymes_0"
"iva_pymes_ded_29_7","Cuotas devengadas importaciones bienes inversión (7%)","--","iva_pymes_ded_29","pgc_pymes_0"
"iva_pymes_ded_29_8","Cuotas devengadas importaciones bienes inversión (8%)","--","iva_pymes_ded_29","pgc_pymes_0"
"iva_pymes_ded_29_10","Cuotas devengadas importaciones bienes inversión (10%)","--","iva_pymes_ded_29","pgc_pymes_0"
"iva_pymes_ded_29_16","Cuotas devengadas importaciones bienes inversión (16%)","--","iva_pymes_ded_29","pgc_pymes_0"
"iva_pymes_ded_29_18","Cuotas devengadas importaciones bienes inversión (18%)","--","iva_pymes_ded_29","pgc_pymes_0"
"iva_pymes_ded_29_21","Cuotas devengadas importaciones bienes inversión (21%)","--","iva_pymes_ded_29","pgc_pymes_0"
"iva_pymes_ded_31","En adquisiciones intracomunitarias bienes corrientes","[31]","iva_pymes_ded_cuota_total","pgc_pymes_0"
"iva_pymes_ded_31_4","En adquisiciones intracomunitarias bienes corrientes (4%)","--","iva_pymes_ded_31","pgc_pymes_0"
"iva_pymes_ded_31_7","En adquisiciones intracomunitarias bienes corrientes (7%)","--","iva_pymes_ded_31","pgc_pymes_0"
"iva_pymes_ded_31_8","En adquisiciones intracomunitarias bienes corrientes (8%)","--","iva_pymes_ded_31","pgc_pymes_0"
"iva_pymes_ded_31_10","En adquisiciones intracomunitarias bienes corrientes (10%)","--","iva_pymes_ded_31","pgc_pymes_0"
"iva_pymes_ded_31_16","En adquisiciones intracomunitarias bienes corrientes (16%)","--","iva_pymes_ded_31","pgc_pymes_0"
"iva_pymes_ded_31_18","En adquisiciones intracomunitarias bienes corrientes (18%)","--","iva_pymes_ded_31","pgc_pymes_0"
"iva_pymes_ded_31_21","En adquisiciones intracomunitarias bienes corrientes (21%)","--","iva_pymes_ded_31","pgc_pymes_0"
"iva_pymes_ded_33","En adquisiciones intracomunitarias bienes inversión","[33]","iva_pymes_ded_cuota_total","pgc_pymes_0"
"iva_pymes_ded_33_4","En adquisiciones intracomunitarias bienes inversión (4%)","--","iva_pymes_ded_33","pgc_pymes_0"
"iva_pymes_ded_33_7","En adquisiciones intracomunitarias bienes inversión (7%)","--","iva_pymes_ded_33","pgc_pymes_0"
"iva_pymes_ded_33_8","En adquisiciones intracomunitarias bienes inversión (8%)","--","iva_pymes_ded_33","pgc_pymes_0"
"iva_pymes_ded_33_10","En adquisiciones intracomunitarias bienes inversión (10%)","--","iva_pymes_ded_33","pgc_pymes_0"
"iva_pymes_ded_33_16","En adquisiciones intracomunitarias bienes inversión (16%)","--","iva_pymes_ded_33","pgc_pymes_0"
"iva_pymes_ded_33_18","En adquisiciones intracomunitarias bienes inversión (18%)","--","iva_pymes_ded_33","pgc_pymes_0"
"iva_pymes_ded_33_21","En adquisiciones intracomunitarias bienes inversión (21%)","--","iva_pymes_ded_33","pgc_pymes_0"
"base_pymes_intra_42","Entregas Intracomunitarias","[42]","vat_code_chart_pymes_root","pgc_pymes_0"
"base_pymes_extra_43","Exportaciones y operaciones asimiladas","[43]","vat_code_chart_pymes_root","pgc_pymes_0"
"base_pymes_extra_44","Inversión del sujeto pasivo","[44]","vat_code_chart_pymes_root","pgc_pymes_0"
"iva_pymes_ded_12","Recargo Equivalencia Ded. Cuota 0.5%","[12]","iva_pymes_ded_cuota_total","pgc_pymes_0"
"iva_pymes_ded_15","Recargo Equivalencia Ded. Cuota 1%","[15]","iva_pymes_ded_cuota_total","pgc_pymes_0"
"iva_pymes_ded_15_14","Recargo Equivalencia Ded. Cuota 1.4%","[15]","iva_pymes_ded_cuota_total","pgc_pymes_0"
"iva_pymes_ded_18","Recargo Equivalencia Ded. Cuota 4%","[18]","iva_pymes_ded_cuota_total","pgc_pymes_0"
"iva_pymes_ded_18_52","Recargo Equivalencia Ded. Cuota 5.2%","[18]","iva_pymes_ded_cuota_total","pgc_pymes_0"
"irpf_pymes_base","IRPF Retenciones practicadas Base Imponible","B.IRPF","vat_code_chart_pymes_root","pgc_pymes_0"
"irpf_pymes_base_1","IRPF Retenciones practicadas Base Imponible 1%","B.IRPF1","irpf_pymes_base","pgc_pymes_0"
"irpf_pymes_base_2","IRPF Retenciones practicadas Base Imponible 2%","B.IRPF2","irpf_pymes_base","pgc_pymes_0"
"irpf_pymes_base_7","IRPF Retenciones practicadas Base Imponible 7%","B.IRPF7","irpf_pymes_base","pgc_pymes_0"
"irpf_pymes_base_9","IRPF Retenciones practicadas Base Imponible 9%","B.IRPF9","irpf_pymes_base","pgc_pymes_0"
"irpf_pymes_base_15","IRPF Retenciones practicadas Base Imponible 15%","B.IRPF15","irpf_pymes_base","pgc_pymes_0"
"irpf_pymes_base_18","IRPF Retenciones practicadas Base Imponible 18%","B.IRPF18","irpf_pymes_base","pgc_pymes_0"
"irpf_pymes_base_19","IRPF Retenciones practicadas Base Imponible 19%","B.IRPF19","irpf_pymes_base","pgc_pymes_0"
"irpf_pymes_base_20","IRPF Retenciones practicadas Base Imponible 20%","B.IRPF20","irpf_pymes_base","pgc_pymes_0"
"irpf_pymes_base_21","IRPF Retenciones practicadas Base Imponible 21%","B.IRPF21","irpf_pymes_base","pgc_pymes_0"
"irpf_pymes_cuota_total","IRPF Retenciones practicadas Total Cuota","IRPF","vat_code_chart_pymes_root","pgc_pymes_0"
"irpf_pymes_cuota_1","IRPF Retenciones practicadas Cuota 1%","IRPF1","irpf_pymes_cuota_total","pgc_pymes_0"
"irpf_pymes_cuota_2","IRPF Retenciones practicadas Cuota 2%","IRPF2","irpf_pymes_cuota_total","pgc_pymes_0"
"irpf_pymes_cuota_7","IRPF Retenciones practicadas Cuota 7%","IRPF7","irpf_pymes_cuota_total","pgc_pymes_0"
"irpf_pymes_cuota_9","IRPF Retenciones practicadas Cuota 9%","IRPF9","irpf_pymes_cuota_total","pgc_pymes_0"
"irpf_pymes_cuota_15","IRPF Retenciones practicadas Cuota 15%","IRPF15","irpf_pymes_cuota_total","pgc_pymes_0"
"irpf_pymes_cuota_18","IRPF Retenciones practicadas Cuota 18%","IRPF18","irpf_pymes_cuota_total","pgc_pymes_0"
"irpf_pymes_cuota_19","IRPF Retenciones practicadas Cuota 19%","IRPF19","irpf_pymes_cuota_total","pgc_pymes_0"
"irpf_pymes_cuota_20","IRPF Retenciones practicadas Cuota 20%","IRPF20","irpf_pymes_cuota_total","pgc_pymes_0"
"irpf_pymes_cuota_21","IRPF Retenciones practicadas Cuota 21%","IRPF21","irpf_pymes_cuota_total","pgc_pymes_0"
"irpf_pymes_base_sale","IRPF Retenciones a cuenta Base Imponible","B.IRPF AC","vat_code_chart_pymes_root","pgc_pymes_0"
"irpf_pymes_base_sale_1","IRPF Retenciones a cuenta Base Imponible 1%","B.IRPF1 AC","irpf_pymes_base_sale","pgc_pymes_0"
"irpf_pymes_base_sale_2","IRPF Retenciones a cuenta Base Imponible 2%","B.IRPF2 AC","irpf_pymes_base_sale","pgc_pymes_0"
"irpf_pymes_base_sale_7","IRPF Retenciones a cuenta Base Imponible 7%","B.IRPF7 AC","irpf_pymes_base_sale","pgc_pymes_0"
"irpf_pymes_base_sale_9","IRPF Retenciones a cuenta Base Imponible 9%","B.IRPF9 AC","irpf_pymes_base_sale","pgc_pymes_0"
"irpf_pymes_base_sale_15","IRPF Retenciones a cuenta Base Imponible 15%","B.IRPF15 AC","irpf_pymes_base_sale","pgc_pymes_0"
"irpf_pymes_base_sale_18","IRPF Retenciones a cuenta Base Imponible 18%","B.IRPF18 AC","irpf_pymes_base_sale","pgc_pymes_0"
"irpf_pymes_base_sale_19","IRPF Retenciones a cuenta Base Imponible 19%","B.IRPF19 AC","irpf_pymes_base_sale","pgc_pymes_0"
"irpf_pymes_base_sale_20","IRPF Retenciones a cuenta Base Imponible 20%","B.IRPF20 AC","irpf_pymes_base_sale","pgc_pymes_0"
"irpf_pymes_base_sale_21","IRPF Retenciones a cuenta Base Imponible 21%","B.IRPF21 AC","irpf_pymes_base_sale","pgc_pymes_0"
"irpf_pymes_cuota_sale_total","IRPF Retenciones a cuenta Total Cuota","IRPF AC","vat_code_chart_pymes_root","pgc_pymes_0"
"irpf_pymes_cuota_sale_1","IRPF Retenciones a cuenta Cuota 1%","IRPF1 AC","irpf_pymes_cuota_sale_total","pgc_pymes_0"
"irpf_pymes_cuota_sale_2","IRPF Retenciones a cuenta Cuota 2%","IRPF2 AC","irpf_pymes_cuota_sale_total","pgc_pymes_0"
"irpf_pymes_cuota_sale_7","IRPF Retenciones a cuenta Cuota 7%","IRPF7 AC","irpf_pymes_cuota_sale_total","pgc_pymes_0"
"irpf_pymes_cuota_sale_9","IRPF Retenciones a cuenta Cuota 9%","IRPF9 AC","irpf_pymes_cuota_sale_total","pgc_pymes_0"
"irpf_pymes_cuota_sale_15","IRPF Retenciones a cuenta Cuota 15%","IRPF15 AC","irpf_pymes_cuota_sale_total","pgc_pymes_0"
"irpf_pymes_cuota_sale_18","IRPF Retenciones a cuenta Cuota 18%","IRPF18 AC","irpf_pymes_cuota_sale_total","pgc_pymes_0"
"irpf_pymes_cuota_sale_19","IRPF Retenciones a cuenta Cuota 19%","IRPF19 AC","irpf_pymes_cuota_sale_total","pgc_pymes_0"
"irpf_pymes_cuota_sale_20","IRPF Retenciones a cuenta Cuota 20%","IRPF20 AC","irpf_pymes_cuota_sale_total","pgc_pymes_0"
"irpf_pymes_cuota_sale_21","IRPF Retenciones a cuenta Cuota 21%","IRPF21 AC","irpf_pymes_cuota_sale_total","pgc_pymes_0"
"recc_pymes","Régimen especial criterio de Caja","RECC","vat_code_chart_pymes_root","pgc_pymes_0"
"recc_pymes_base_ven","Base ventas Régimen especial criterio de Caja",,"recc_pymes","pgc_pymes_0"
"recc_pymes_base_dev_04","Régimen especial criterio de Caja. Base devengada 4%",,"recc_pymes_base_ven","pgc_pymes_0"
"recc_pymes_base_dev_10","Régimen especial criterio de Caja. Base devengada 10%",,"recc_pymes_base_ven","pgc_pymes_0"
"recc_pymes_base_dev_21","Régimen especial criterio de Caja. Base devengada 21%",,"recc_pymes_base_ven","pgc_pymes_0"
"recc_pymes_dev_tot","IVA total devengada Régimen especial criterio de Caja",,"recc_pymes","pgc_pymes_0"
"recc_pymes_dev_04","Régimen especial criterio de Caja. IVA Devengado 4%",,"recc_pymes_dev_tot","pgc_pymes_0"
"recc_pymes_dev_10","Régimen especial criterio de Caja. IVA Devengado 10%",,"recc_pymes_dev_tot","pgc_pymes_0"
"recc_pymes_dev_21","Régimen especial criterio de Caja. IVA Devengado 21%",,"recc_pymes_dev_tot","pgc_pymes_0"
"recc_pymes_base_com","Base compras Régimen especial criterio de Caja",,"recc_pymes","pgc_pymes_0"
"recc_pymes_base_ded_04","Régimen especial criterio de Caja. Base Deduible 4%",,"recc_pymes_base_com","pgc_pymes_0"
"recc_pymes_base_ded_10","Régimen especial criterio de Caja. Base Deduible 10%",,"recc_pymes_base_com","pgc_pymes_0"
"recc_pymes_base_ded_21","Régimen especial criterio de Caja. Base Deduible 21%",,"recc_pymes_base_com","pgc_pymes_0"
"recc_pymes_ded_tot","IVA total soportado Régimen especial criterio de Caja",,"recc_pymes","pgc_pymes_0"
"recc_pymes_ded_04","Régimen especial criterio de Caja. IVA soportado 4%",,"recc_pymes_ded_tot","pgc_pymes_0"
"recc_pymes_ded_10","Régimen especial criterio de Caja. IVA soportado 10%",,"recc_pymes_ded_tot","pgc_pymes_0"
"recc_pymes_ded_21","Régimen especial criterio de Caja. IVA soportado 21%",,"recc_pymes_ded_tot","pgc_pymes_0"
